date,total_transactions,total_amount,avg_amount,fraud_count,fraud_rate,avg_fraud_score,max_fraud_score
2012-06-17,29,925.78,31.9234,0,0.0,0.0498,0.2828
2012-06-18,33,2899.72,87.8703,0,0.0,0.0517,0.3045
2012-06-19,18,726.51,40.3617,0,0.0,0.0407,0.1161
2012-06-20,28,1116.14,39.8621,0,0.0,0.0445,0.2451
2012-06-21,27,778.73,28.8419,0,0.0,0.053,0.3291
2012-06-22,39,2020.89,51.8177,0,0.0,0.0481,0.2726
2012-06-23,37,1251.02,33.8114,0,0.0,0.0431,0.4329
2012-06-24,20,512.73,25.6365,0,0.0,0.0406,0.1312
2012-06-25,15,566.23,37.7487,0,0.0,0.0368,0.1574
2012-06-26,21,1175.18,55.961,0,0.0,0.0655,0.1842
2012-06-27,31,1381.12,44.5523,0,0.0,0.0401,0.1865
2012-06-28,28,1447.55,51.6982,0,0.0,0.0577,0.3334
2012-06-29,36,1975.27,54.8686,0,0.0,0.0642,0.4122
2012-06-30,18,777.45,43.1917,0,0.0,0.0296,0.1346
2012-07-01,27,1451.7,53.7667,0,0.0,0.0355,0.3224
2012-07-02,27,668.54,24.7607,0,0.0,0.0565,0.3367
2012-07-03,38,2009.88,52.8916,0,0.0,0.0534,0.3251
2012-07-04,20,908.4,45.42,0,0.0,0.0226,0.1289
2012-07-05,15,845.48,56.3653,0,0.0,0.0508,0.2241
2012-07-06,39,1288.42,33.0364,0,0.0,0.0321,0.117
2012-07-07,34,1112.21,32.7121,0,0.0,0.0446,0.1523
2012-07-08,20,923.4,46.17,0,0.0,0.0556,0.3725
2012-07-09,25,1156.95,46.278,0,0.0,0.0357,0.1337
2012-07-10,26,896.8,34.4923,0,0.0,0.0706,0.4687
2012-07-11,30,2310.07,77.0023,0,0.0,0.0362,0.1896
2012-07-12,30,1088.58,36.286,0,0.0,0.0614,0.4099
2012-07-13,28,1513.77,54.0632,0,0.0,0.0412,0.1952
2012-07-14,20,1314.0,65.7,0,0.0,0.0789,0.4461
2012-07-15,29,1364.21,47.0417,1,0.05263157894736842,0.0753,0.5901
2012-07-16,24,314.51,13.1046,0,0.0,0.0172,0.0627
2012-07-17,26,1027.62,39.5238,0,0.0,0.0611,0.3567
2012-07-18,32,844.04,26.3762,0,0.0,0.041,0.4612
2012-07-19,28,2337.63,83.4868,0,0.0,0.0392,0.125
2012-07-20,31,1467.73,47.3461,0,0.0,0.0483,0.1879
2012-07-21,27,1302.94,48.257,0,0.0,0.0597,0.4834
2012-07-22,26,1315.57,50.5988,0,0.0,0.0393,0.4866
2012-07-23,23,1151.43,50.0622,0,0.0,0.0499,0.2696
2012-07-24,31,1323.21,42.6842,0,0.0,0.0991,0.5925
2012-07-25,24,1149.91,47.9129,0,0.0,0.0476,0.2272
2012-07-26,23,1116.0,48.5217,0,0.0,0.0956,0.6547
2012-07-27,31,805.68,25.9897,0,0.0,0.0799,0.5654
2012-07-28,40,1377.84,34.446,0,0.0,0.0532,0.3164
2012-07-29,24,1220.52,50.855,0,0.0,0.0654,0.2841
2012-07-30,38,1412.13,37.1613,0,0.0,0.0526,0.2352
2012-07-31,24,1763.04,73.46,0,0.0,0.0633,0.2804
2012-08-01,23,968.41,42.1048,0,0.0,0.0393,0.207
2012-08-02,30,1627.47,54.249,0,0.0,0.0538,0.1853
2012-08-03,31,1145.95,36.9661,0,0.0,0.0598,0.3386
2012-08-04,25,1467.69,58.7076,1,0.058823529411764705,0.072,0.2588
2012-08-05,31,1905.48,61.4671,0,0.0,0.0528,0.2291
2012-08-06,34,1943.13,57.1509,0,0.0,0.0439,0.3284
2012-08-07,24,1389.24,57.885,0,0.0,0.0321,0.2402
2012-08-08,31,1223.83,39.4784,0,0.0,0.0295,0.1124
2012-08-09,31,929.91,29.9971,0,0.0,0.024,0.1177
2012-08-10,26,846.04,32.54,0,0.0,0.089,0.6092
2012-08-11,31,2110.0,68.0645,0,0.0,0.0437,0.2829
2012-08-12,27,1136.93,42.1085,0,0.0,0.0504,0.227
2012-08-13,14,78.01,5.5721,0,0.0,0.0413,0.1303
2012-08-14,22,470.73,21.3968,0,0.0,0.0382,0.1379
2012-08-15,30,2311.8,77.06,0,0.0,0.048,0.3914
2012-08-16,27,920.64,34.0978,0,0.0,0.0308,0.1458
2012-08-17,27,1166.05,43.187,0,0.0,0.0461,0.228
2012-08-18,20,719.23,35.9615,0,0.0,0.0442,0.1843
2012-08-19,25,831.83,33.2732,0,0.0,0.0406,0.1735
2012-08-20,18,1120.61,62.2561,0,0.0,0.0497,0.257
2012-08-21,27,1567.49,58.0552,0,0.0,0.0614,0.2937
2012-08-22,26,926.73,35.6435,0,0.0,0.0498,0.4419
2012-08-23,29,926.05,31.9328,0,0.0,0.0383,0.1993
2012-08-24,39,1824.67,46.7864,0,0.0,0.0496,0.4074
2012-08-25,33,1319.89,39.9967,0,0.0,0.0477,0.2361
2012-08-26,25,1253.63,50.1452,0,0.0,0.0815,0.3474
2012-08-27,27,1578.44,58.4607,0,0.0,0.0626,0.2274
2012-08-28,27,1332.7,49.3593,0,0.0,0.0824,0.6716
2012-08-29,20,574.56,28.728,0,0.0,0.0492,0.2859
2012-08-30,40,1110.52,27.763,0,0.0,0.0357,0.1462
2012-08-31,23,604.51,26.283,0,0.0,0.0574,0.3347
2012-09-01,33,1583.8,47.9939,0,0.0,0.0553,0.3591
2012-09-02,24,689.7,28.7375,0,0.0,0.0421,0.1708
2012-09-03,28,1013.11,36.1825,0,0.0,0.0402,0.1423
2012-09-04,44,1945.75,44.2216,0,0.0,0.0413,0.1349
2012-09-05,27,904.52,33.5007,0,0.0,0.0436,0.2494
2012-09-06,26,1189.28,45.7415,0,0.0,0.0499,0.1817
2012-09-07,33,1502.97,45.5445,0,0.0,0.0536,0.3603
2012-09-08,25,1455.79,58.2316,0,0.0,0.0282,0.1161
2012-09-09,26,1766.17,67.9296,0,0.0,0.0612,0.265
2012-09-10,24,1455.03,60.6262,0,0.0,0.065,0.3133
2012-09-11,28,937.49,33.4818,0,0.0,0.0448,0.193
2012-09-12,21,695.5,33.119,0,0.0,0.0385,0.239
2012-09-13,33,1316.59,39.8967,0,0.0,0.0476,0.2056
2012-09-14,20,1109.78,55.489,0,0.0,0.0573,0.3378
2012-09-15,31,1776.96,57.3213,0,0.0,0.0441,0.2263
2012-09-16,22,622.61,28.3005,0,0.0,0.0439,0.1813
2012-09-17,21,682.82,32.5152,0,0.0,0.067,0.4489
2012-09-18,31,1887.59,60.89,0,0.0,0.0589,0.3211
2012-09-19,32,585.19,18.2872,0,0.0,0.0332,0.1097
2012-09-20,26,607.24,23.3554,0,0.0,0.0463,0.2715
2012-09-21,33,1867.47,56.59,0,0.0,0.0337,0.1921
2012-09-22,33,1656.79,50.2058,0,0.0,0.0653,0.5449
2012-09-23,23,1369.04,59.5235,0,0.0,0.0558,0.293
2012-09-24,27,1575.3,58.3444,0,0.0,0.0405,0.245
2012-09-25,21,1051.12,50.0533,0,0.0,0.0579,0.3111
2012-09-26,25,1238.98,49.5592,0,0.0,0.0621,0.366
2012-09-27,25,684.92,27.3968,0,0.0,0.0546,0.286
2012-09-28,27,747.89,27.6996,0,0.0,0.0672,0.3347
2012-09-29,24,1574.74,65.6142,0,0.0,0.0444,0.1727
2012-09-30,26,1077.94,41.4592,0,0.0,0.0604,0.4817
2012-10-01,23,857.48,37.2817,0,0.0,0.0525,0.2968
2012-10-02,33,1026.86,31.117,0,0.0,0.0491,0.3936
2012-10-03,19,469.54,24.7126,0,0.0,0.0918,0.5654
2012-10-04,32,1293.27,40.4147,0,0.0,0.0588,0.3274
2012-10-05,29,1481.59,51.0893,0,0.0,0.0591,0.2922
2012-10-06,24,851.49,35.4788,0,0.0,0.0648,0.3987
2012-10-07,27,1546.19,57.2663,0,0.0,0.039,0.1865
2012-10-08,30,1355.35,45.1783,0,0.0,0.0333,0.2022
2012-10-09,21,957.43,45.5919,0,0.0,0.0692,0.3658
2012-10-10,29,1364.13,47.039,0,0.0,0.0488,0.2122
2012-10-11,22,977.43,44.4286,0,0.0,0.0421,0.3427
2012-10-12,22,379.61,17.255,0,0.0,0.0424,0.149
2012-10-13,25,762.57,30.5028,0,0.0,0.0466,0.2805
2012-10-14,17,520.55,30.6206,0,0.0,0.034,0.144
2012-10-15,25,1220.63,48.8252,0,0.0,0.0639,0.601
2012-10-16,35,889.1,25.4029,0,0.0,0.0593,0.4237
2012-10-17,13,527.92,40.6092,0,0.0,0.0396,0.0891
2012-10-18,23,729.31,31.7091,0,0.0,0.0372,0.1677
2012-10-19,26,739.76,28.4523,0,0.0,0.0441,0.2555
2012-10-20,30,438.87,14.629,0,0.0,0.0482,0.2768
2012-10-21,23,1920.66,83.507,0,0.0,0.0602,0.3396
2012-10-22,26,1513.85,58.225,0,0.0,0.0887,0.4281
2012-10-23,19,1152.18,60.6411,0,0.0,0.0308,0.123
2012-10-24,31,1512.27,48.7829,0,0.0,0.047,0.5
2012-10-25,23,511.07,22.2204,0,0.0,0.068,0.4539
2012-10-26,35,1265.63,36.1609,0,0.0,0.0601,0.5894
2012-10-27,43,1891.29,43.9835,0,0.0,0.042,0.1947
2012-10-28,28,913.18,32.6136,0,0.0,0.0385,0.2411
2012-10-29,32,1980.15,61.8797,0,0.0,0.0731,0.5107
2012-10-30,28,1013.36,36.1914,0,0.0,0.0348,0.2701
2012-10-31,27,1062.16,39.3393,0,0.0,0.0562,0.4299
2012-11-01,34,3233.77,95.1109,0,0.0,0.0739,0.4082
2012-11-02,28,965.45,34.4804,0,0.0,0.0517,0.1884
2012-11-03,23,1208.25,52.5326,0,0.0,0.0544,0.6482
2012-11-04,22,747.89,33.995,0,0.0,0.0482,0.1696
2012-11-05,25,843.9,33.756,0,0.0,0.063,0.1932
2012-11-06,41,1320.68,32.2117,0,0.0,0.0497,0.3397
2012-11-07,19,1178.32,62.0168,0,0.0,0.0753,0.3563
2012-11-08,27,1377.55,51.0204,0,0.0,0.0439,0.2686
2012-11-09,28,2408.24,86.0086,0,0.0,0.0696,0.4732
2012-11-10,34,1362.78,40.0818,0,0.0,0.0517,0.262
2012-11-11,25,811.65,32.466,0,0.0,0.0728,0.3918
2012-11-12,31,1477.51,47.6616,0,0.0,0.0695,0.5231
2012-11-13,30,601.16,20.0387,0,0.0,0.0583,0.4064
2012-11-14,31,1044.87,33.7055,0,0.0,0.0438,0.1736
2012-11-15,33,1280.56,38.8048,0,0.0,0.0651,0.4432
2012-11-16,22,1060.92,48.2236,0,0.0,0.0405,0.1856
2012-11-17,24,1050.71,43.7796,0,0.0,0.054,0.2233
2012-11-18,32,1270.86,39.7144,0,0.0,0.0592,0.2913
2012-11-19,28,665.81,23.7789,0,0.0,0.0683,0.3777
2012-11-20,26,1043.65,40.1404,0,0.0,0.0462,0.2099
2012-11-21,26,1066.1,41.0038,0,0.0,0.0298,0.1354
2012-11-22,30,718.89,23.963,0,0.0,0.0454,0.1944
2012-11-23,25,1265.35,50.614,0,0.0,0.0872,0.5198
2012-11-24,26,970.52,37.3277,0,0.0,0.0467,0.2144
2012-11-25,39,1738.93,44.5879,0,0.0,0.0477,0.3031
2012-11-26,27,1506.86,55.8096,0,0.0,0.0473,0.1592
2012-11-27,24,775.84,32.3267,0,0.0,0.0273,0.219
2012-11-28,29,337.23,11.6286,0,0.0,0.0383,0.3894
2012-11-29,33,1017.08,30.8206,0,0.0,0.051,0.3612
2012-11-30,24,564.61,23.5254,0,0.0,0.0532,0.2212
2012-12-01,38,2487.91,65.4713,0,0.0,0.0452,0.3457
2012-12-02,17,446.7,26.2765,0,0.0,0.0353,0.1147
2012-12-03,22,566.21,25.7368,0,0.0,0.0499,0.2448
2012-12-04,30,1575.84,52.528,0,0.0,0.0352,0.2622
2012-12-05,23,1348.29,58.6213,0,0.0,0.0578,0.1639
2012-12-06,25,725.05,29.002,0,0.0,0.0286,0.1363
2012-12-07,22,855.34,38.8791,0,0.0,0.0476,0.1343
2012-12-08,33,3056.45,92.6197,0,0.0,0.0501,0.5824
2012-12-09,22,1002.6,45.5727,0,0.0,0.0494,0.3786
2012-12-10,26,1158.24,44.5477,0,0.0,0.0773,0.4281
2012-12-11,25,1362.28,54.4912,0,0.0,0.0941,0.4428
2012-12-12,28,1037.64,37.0586,0,0.0,0.0433,0.2732
2012-12-13,28,2012.94,71.8907,0,0.0,0.0634,0.47
2012-12-14,22,810.23,36.8286,0,0.0,0.0572,0.3258
2012-12-15,27,1222.21,45.267,0,0.0,0.0575,0.2931
2012-12-16,16,648.67,40.5419,0,0.0,0.0739,0.3758
2012-12-17,23,398.33,17.3187,0,0.0,0.0491,0.2594
2012-12-18,21,950.8,45.2762,0,0.0,0.031,0.2163
2012-12-19,27,938.62,34.7637,0,0.0,0.047,0.2032
2012-12-20,35,1645.03,47.0009,0,0.0,0.0473,0.4294
2012-12-21,28,1279.67,45.7025,0,0.0,0.0437,0.2172
2012-12-22,36,1734.27,48.1742,0,0.0,0.056,0.2836
2012-12-23,26,693.99,26.6919,0,0.0,0.046,0.1802
2012-12-24,26,894.92,34.42,0,0.0,0.07,0.2146
2012-12-25,27,1157.3,42.863,0,0.0,0.0498,0.3682
2012-12-26,30,2033.85,67.795,0,0.0,0.054,0.2525
2012-12-27,21,696.47,33.1652,0,0.0,0.0511,0.2301
2012-12-28,37,1242.0,33.5676,0,0.0,0.0369,0.2183
2012-12-29,21,751.8,35.8,0,0.0,0.0355,0.1999
2012-12-30,25,2265.34,90.6136,0,0.0,0.0851,0.6515
2012-12-31,28,1234.06,44.0736,0,0.0,0.0583,0.47
2013-01-01,28,880.31,31.4396,0,0.0,0.0347,0.2005
2013-01-02,24,774.86,32.2858,0,0.0,0.0486,0.2068
2013-01-03,29,1509.15,52.0397,0,0.0,0.0776,0.4963
2013-01-04,36,2264.86,62.9128,0,0.0,0.0726,0.6166
2013-01-05,30,1540.12,51.3373,0,0.0,0.0748,0.5935
2013-01-06,39,1542.41,39.549,0,0.0,0.069,0.5481
2013-01-07,23,1016.05,44.1761,0,0.0,0.0436,0.3039
2013-01-08,21,2446.59,116.5043,0,0.0,0.0791,0.2224
2013-01-09,35,1030.56,29.4446,0,0.0,0.0535,0.3059
2013-01-10,28,1084.27,38.7239,0,0.0,0.0894,0.7814
2013-01-11,26,783.64,30.14,0,0.0,0.027,0.1057
2013-01-12,26,701.54,26.9823,0,0.0,0.0654,0.2826
2013-01-13,27,1744.4,64.6074,0,0.0,0.0474,0.2323
2013-01-14,25,900.77,36.0308,0,0.0,0.0348,0.1331
2013-01-15,24,557.17,23.2154,0,0.0,0.06,0.3665
2013-01-16,18,1015.26,56.4033,0,0.0,0.0575,0.1907
2013-01-17,21,516.47,24.5938,0,0.0,0.0296,0.1893
2013-01-18,37,1597.69,43.1808,0,0.0,0.0469,0.2593
2013-01-19,32,1386.81,43.3378,0,0.0,0.0512,0.5627
2013-01-20,34,1198.68,35.2553,0,0.0,0.0542,0.3499
2013-01-21,24,834.61,34.7754,0,0.0,0.0815,0.4334
2013-01-22,26,1531.46,58.9023,0,0.0,0.0842,0.5126
2013-01-23,27,1439.19,53.3033,0,0.0,0.0573,0.4621
2013-01-24,29,676.97,23.3438,0,0.0,0.0341,0.2704
2013-01-25,21,747.17,35.5795,0,0.0,0.0255,0.1204
2013-01-26,27,983.22,36.4156,0,0.0,0.0418,0.1956
2013-01-27,27,1061.96,39.3319,0,0.0,0.0261,0.2056
2013-01-28,33,744.39,22.5573,0,0.0,0.0635,0.3474
2013-01-29,29,1891.25,65.2155,0,0.0,0.071,0.6302
2013-01-30,26,1599.83,61.5319,0,0.0,0.0853,0.422
2013-01-31,26,1006.68,38.7185,0,0.0,0.0375,0.157
2013-02-01,30,1006.57,33.5523,0,0.0,0.0401,0.4569
2013-02-02,28,728.15,26.0054,0,0.0,0.0322,0.1508
2013-02-03,24,931.48,38.8117,0,0.0,0.0447,0.29
2013-02-04,22,977.04,44.4109,0,0.0,0.0596,0.3402
2013-02-05,28,1027.2,36.6857,0,0.0,0.063,0.5085
2013-02-06,32,1029.65,32.1766,0,0.0,0.0513,0.2354
2013-02-07,23,686.93,29.8665,0,0.0,0.0571,0.2499
2013-02-08,33,1744.71,52.87,0,0.0,0.0451,0.3459
2013-02-09,28,833.29,29.7604,0,0.0,0.0432,0.2258
2013-02-10,22,959.13,43.5968,0,0.0,0.0625,0.2862
2013-02-11,30,1783.13,59.4377,0,0.0,0.0604,0.5735
2013-02-12,30,843.67,28.1223,0,0.0,0.0517,0.2276
2013-02-13,25,734.36,29.3744,0,0.0,0.0531,0.2261
2013-02-14,31,1321.4,42.6258,0,0.0,0.0887,0.6213
2013-02-15,22,1054.13,47.915,0,0.0,0.0619,0.417
2013-02-16,28,1699.32,60.69,0,0.0,0.0391,0.1608
2013-02-17,33,1656.06,50.1836,0,0.0,0.0407,0.2163
2013-02-18,25,791.8,31.672,0,0.0,0.0505,0.6295
2013-02-19,24,879.99,36.6662,0,0.0,0.0395,0.3879
2013-02-20,26,1522.51,58.5581,0,0.0,0.0586,0.3456
2013-02-21,32,1287.95,40.2484,0,0.0,0.055,0.5471
2013-02-22,26,1754.4,67.4769,0,0.0,0.0421,0.2812
2013-02-23,29,748.07,25.7955,0,0.0,0.0395,0.2524
2013-02-24,27,1222.28,45.2696,0,0.0,0.043,0.1603
2013-02-25,29,1982.56,68.3641,0,0.0,0.0838,0.7331
2013-02-26,24,1112.12,46.3383,0,0.0,0.0811,0.7371
2013-02-27,25,995.75,39.83,0,0.0,0.0546,0.2795
2013-02-28,29,953.65,32.8845,0,0.0,0.0489,0.2683
2013-03-01,37,1410.35,38.1176,0,0.0,0.068,0.3853
2013-03-02,35,1604.03,45.8294,0,0.0,0.0365,0.2243
2013-03-03,28,1036.86,37.0307,0,0.0,0.0443,0.2715
2013-03-04,26,908.15,34.9288,0,0.0,0.0383,0.1947
2013-03-05,28,925.11,33.0396,0,0.0,0.0411,0.222
2013-03-06,32,913.9,28.5594,0,0.0,0.0284,0.183
2013-03-07,29,1129.87,38.961,0,0.0,0.0551,0.2872
2013-03-08,26,764.59,29.4073,0,0.0,0.0433,0.1996
2013-03-09,30,1086.71,36.2237,0,0.0,0.0423,0.1792
2013-03-10,31,1408.84,45.4465,2,0.08695652173913043,0.1098,0.646
2013-03-11,22,1787.7,81.2591,0,0.0,0.0783,0.6682
2013-03-12,29,1524.35,52.5638,0,0.0,0.076,0.5083
2013-03-13,33,1907.05,57.7894,0,0.0,0.0652,0.3121
2013-03-14,32,1708.57,53.3928,0,0.0,0.0642,0.5335
2013-03-15,27,1275.21,47.23,0,0.0,0.0668,0.6221
2013-03-16,28,1021.88,36.4957,0,0.0,0.0368,0.1872
2013-03-17,27,1308.02,48.4452,0,0.0,0.0464,0.2774
2013-03-18,27,930.82,34.4748,0,0.0,0.0353,0.3017
2013-03-19,24,1410.29,58.7621,0,0.0,0.0486,0.1768
2013-03-20,31,873.95,28.1919,0,0.0,0.0584,0.4443
2013-03-21,26,1101.07,42.3488,0,0.0,0.0571,0.3876
2013-03-22,25,951.3,38.052,0,0.0,0.0582,0.325
2013-03-23,20,681.41,34.0705,0,0.0,0.0281,0.2419
2013-03-24,33,1452.21,44.0064,0,0.0,0.0621,0.2917
2013-03-25,20,1255.65,62.7825,0,0.0,0.0486,0.3722
2013-03-26,29,1355.1,46.7276,0,0.0,0.0366,0.3202
2013-03-27,22,689.3,31.3318,0,0.0,0.0517,0.1688
2013-03-28,19,1115.65,58.7184,0,0.0,0.0588,0.2446
2013-03-29,32,1312.15,41.0047,0,0.0,0.0444,0.2116
2013-03-30,38,2330.53,61.3297,0,0.0,0.0546,0.3442
2013-03-31,24,452.8,18.8667,0,0.0,0.0583,0.5883
2013-04-01,27,1057.97,39.1841,0,0.0,0.0403,0.2596
2013-04-02,21,2277.17,108.4367,0,0.0,0.0449,0.1803
2013-04-03,23,1228.73,53.423,0,0.0,0.0577,0.2176
2013-04-04,30,1159.21,38.6403,0,0.0,0.0237,0.1878
2013-04-05,32,951.0,29.7188,0,0.0,0.0542,0.39
2013-04-06,28,1553.23,55.4725,0,0.0,0.0586,0.3409
2013-04-07,25,1147.9,45.916,0,0.0,0.0526,0.2058
2013-04-08,33,922.15,27.9439,0,0.0,0.0652,0.4166
2013-04-09,33,1552.9,47.0576,0,0.0,0.0574,0.5094
2013-04-10,23,1639.31,71.2743,0,0.0,0.0916,0.5144
2013-04-11,23,1241.13,53.9622,0,0.0,0.054,0.1518
2013-04-12,24,1413.71,58.9046,0,0.0,0.039,0.1226
2013-04-13,29,1231.45,42.4638,0,0.0,0.0883,0.5627
2013-04-14,33,1635.95,49.5742,0,0.0,0.0402,0.2783
2013-04-15,22,1328.24,60.3745,0,0.0,0.0529,0.3466
2013-04-16,26,908.63,34.9473,0,0.0,0.0527,0.3869
2013-04-17,31,326.16,10.5213,0,0.0,0.0337,0.206
2013-04-18,22,1010.87,45.9486,0,0.0,0.0469,0.2097
2013-04-19,32,2029.91,63.4347,0,0.0,0.052,0.3003
2013-04-20,21,686.63,32.6967,0,0.0,0.0507,0.3504
2013-04-21,31,2379.76,76.7665,0,0.0,0.0445,0.2272
2013-04-22,24,1041.18,43.3825,0,0.0,0.0346,0.1473
2013-04-23,24,1800.4,75.0167,0,0.0,0.035,0.0954
2013-04-24,19,1307.51,68.8163,0,0.0,0.0227,0.1213
2013-04-25,42,1721.83,40.996,0,0.0,0.0703,0.256
2013-04-26,32,1611.19,50.3497,0,0.0,0.0722,0.3088
2013-04-27,21,766.27,36.489,0,0.0,0.0507,0.2081
2013-04-28,32,1847.36,57.73,0,0.0,0.0533,0.2271
2013-04-29,17,751.68,44.2165,0,0.0,0.0525,0.1956
2013-04-30,21,1168.42,55.639,0,0.0,0.0882,0.6276
2013-05-01,24,1504.93,62.7054,0,0.0,0.0686,0.2821
2013-05-02,32,2122.77,66.3366,0,0.0,0.0505,0.3115
2013-05-03,26,1174.05,45.1558,0,0.0,0.0868,0.57
2013-05-04,21,852.72,40.6057,0,0.0,0.0627,0.2788
2013-05-05,35,982.59,28.074,0,0.0,0.0629,0.3035
2013-05-06,31,940.72,30.3458,0,0.0,0.0333,0.2302
2013-05-07,16,1729.8,108.1125,0,0.0,0.0752,0.5822
2013-05-08,30,1216.93,40.5643,0,0.0,0.049,0.3247
2013-05-09,30,1737.17,57.9057,0,0.0,0.0499,0.3875
2013-05-10,22,758.98,34.4991,0,0.0,0.0491,0.1715
2013-05-11,31,1373.92,44.32,0,0.0,0.0659,0.4423
2013-05-12,32,1199.78,37.4931,0,0.0,0.0485,0.1939
2013-05-13,27,1430.01,52.9633,0,0.0,0.0596,0.2927
2013-05-14,19,673.59,35.4521,0,0.0,0.0615,0.2883
2013-05-15,30,1024.34,34.1447,0,0.0,0.0444,0.334
2013-05-16,20,523.06,26.153,0,0.0,0.0171,0.0834
2013-05-17,29,1158.81,39.959,0,0.0,0.0461,0.3785
2013-05-18,32,1236.98,38.6556,0,0.0,0.0727,0.452
2013-05-19,27,1697.96,62.8874,0,0.0,0.044,0.4373
2013-05-20,26,588.57,22.6373,0,0.0,0.0371,0.1671
2013-05-21,22,885.4,40.2455,0,0.0,0.0176,0.0848
2013-05-22,18,1702.38,94.5767,0,0.0,0.044,0.1477
2013-05-23,23,834.04,36.2626,0,0.0,0.0298,0.129
2013-05-24,22,778.36,35.38,0,0.0,0.0741,0.5598
2013-05-25,37,1506.77,40.7235,0,0.0,0.0298,0.3017
2013-05-26,30,1408.68,46.956,0,0.0,0.0484,0.5325
2013-05-27,19,1064.81,56.0426,0,0.0,0.064,0.2709
2013-05-28,21,1530.01,72.8576,0,0.0,0.0493,0.2829
2013-05-29,22,1718.3,78.1045,0,0.0,0.0401,0.17
2013-05-30,24,587.01,24.4587,0,0.0,0.0251,0.1074
2013-05-31,36,1313.05,36.4736,0,0.0,0.038,0.2264
2013-06-01,24,852.73,35.5304,0,0.0,0.032,0.1869
2013-06-02,20,899.33,44.9665,0,0.0,0.0688,0.2391
2013-06-03,29,1027.73,35.439,0,0.0,0.0335,0.1205
2013-06-04,20,1243.03,62.1515,0,0.0,0.046,0.237
2013-06-05,17,755.63,44.4488,0,0.0,0.0631,0.3014
2013-06-06,30,140.96,4.6987,0,0.0,0.0317,0.114
2013-06-07,33,1308.1,39.6394,0,0.0,0.033,0.3301
2013-06-08,28,1402.5,50.0893,0,0.0,0.0531,0.5084
2013-06-09,34,1402.7,41.2559,0,0.0,0.0452,0.146
2013-06-10,28,816.64,29.1657,0,0.0,0.0324,0.1285
2013-06-11,19,1140.11,60.0058,0,0.0,0.044,0.178
2013-06-12,27,897.7,33.2481,0,0.0,0.0635,0.2779
2013-06-13,39,1385.72,35.5313,0,0.0,0.0478,0.3378
2013-06-14,31,1258.67,40.6023,0,0.0,0.0292,0.1363
2013-06-15,23,704.49,30.63,0,0.0,0.0442,0.1629
2013-06-16,30,889.85,29.6617,0,0.0,0.02,0.1173
2013-06-17,29,1449.67,49.9886,0,0.0,0.0675,0.3757
2013-06-18,22,520.23,23.6468,0,0.0,0.0764,0.316
2013-06-19,34,1905.43,56.0421,0,0.0,0.0668,0.3533
2013-06-20,33,1387.8,42.0545,0,0.0,0.0623,0.3401
2013-06-21,26,274.05,10.5404,0,0.0,0.0329,0.2377
2013-06-22,28,916.16,32.72,0,0.0,0.0574,0.3521
2013-06-23,25,138.52,5.5408,0,0.0,0.0279,0.1511
2013-06-24,25,1710.8,68.432,0,0.0,0.0413,0.1521
2013-06-25,19,561.25,29.5395,0,0.0,0.0213,0.0885
2013-06-26,19,986.54,51.9232,0,0.0,0.0976,0.691
2013-06-27,27,1166.68,43.2104,0,0.0,0.0338,0.1632
2013-06-28,33,2014.59,61.0482,0,0.0,0.0355,0.2215
2013-06-29,35,1008.99,28.8283,0,0.0,0.0397,0.3119
2013-06-30,32,1125.21,35.1628,0,0.0,0.0443,0.2941
2013-07-01,23,1246.01,54.1743,0,0.0,0.0359,0.1177
2013-07-02,23,1195.47,51.977,0,0.0,0.0606,0.2675
2013-07-03,41,2389.49,58.2802,0,0.0,0.0917,0.3684
2013-07-04,35,967.78,27.6509,0,0.0,0.0377,0.1493
2013-07-05,26,1449.6,55.7538,0,0.0,0.0691,0.3853
2013-07-06,30,1343.35,44.7783,0,0.0,0.0353,0.1627
2013-07-07,30,1206.91,40.2303,0,0.0,0.0444,0.3408
2013-07-08,25,1084.68,43.3872,0,0.0,0.0523,0.2868
2013-07-09,21,1025.8,48.8476,0,0.0,0.0572,0.18
2013-07-10,30,1373.54,45.7847,0,0.0,0.0493,0.4144
2013-07-11,37,1511.77,40.8586,0,0.0,0.0431,0.245
2013-07-12,36,1259.0,34.9722,0,0.0,0.0433,0.2345
2013-07-13,26,782.25,30.0865,0,0.0,0.037,0.1423
2013-07-14,20,826.5,41.325,0,0.0,0.0244,0.0998
2013-07-15,29,1273.25,43.9052,0,0.0,0.0297,0.1999
2013-07-16,30,2055.16,68.5053,0,0.0,0.0481,0.1928
2013-07-17,21,855.99,40.7614,0,0.0,0.0669,0.2764
2013-07-18,28,780.09,27.8604,0,0.0,0.039,0.1623
2013-07-19,27,937.13,34.7085,0,0.0,0.0384,0.1904
2013-07-20,29,1906.25,65.7328,0,0.0,0.0676,0.2843
2013-07-21,18,641.1,35.6167,0,0.0,0.0372,0.1315
2013-07-22,26,1325.08,50.9646,0,0.0,0.0707,0.3921
2013-07-23,31,1159.84,37.4142,0,0.0,0.0658,0.6322
2013-07-24,20,780.88,39.044,0,0.0,0.041,0.141
2013-07-25,33,1326.89,40.2088,0,0.0,0.0388,0.2363
2013-07-26,24,1149.69,47.9038,0,0.0,0.0621,0.5225
2013-07-27,21,1339.19,63.771,0,0.0,0.0768,0.7099
2013-07-28,29,674.39,23.2548,0,0.0,0.0553,0.3518
