merchant_id,tx_count,total_volume,avg_amount,fraud_count,fraud_rate,avg_fraud_score,max_fraud_score,unique_users
9765,3,249.81,83.27,0,0.0,0.0352,0.0412,1
9766,3,99.12,33.04,0,0.0,0.0549,0.0772,1
9776,1,56.4,56.4,0,,0.0095,0.0095,1
9783,2,89.37,44.685,0,0.0,0.0428,0.0504,1
9786,1,14.21,14.21,0,,0.0838,0.0838,1
9799,1,20.44,20.44,False,0.0,0.0365,0.0365,1
9803,1,152.05,152.05,0,,0.2636,0.2636,1
9826,1,41.6,41.6,0,,0.0483,0.0483,1
9850,1,13.1,13.1,0,,0.0322,0.0322,1
9855,2,190.16,95.08,False,0.0,0.0406,0.0442,1
9875,1,16.14,16.14,False,0.0,0.1139,0.1139,1
9889,1,69.21,69.21,False,0.0,0.0691,0.0691,1
9893,1,36.08,36.08,0,,0.1993,0.1993,1
9896,1,2.62,2.62,False,0.0,0.0647,0.0647,1
9898,1,10.21,10.21,0,,0.128,0.128,1
9900,1,11.48,11.48,False,0.0,0.0821,0.0821,1
9917,3,155.32,51.7733,False,0.0,0.0263,0.032,1
9919,4,427.04,106.76,0,0.0,0.292,0.3689,1
9921,1,88.38,88.38,False,0.0,0.1608,0.1608,1
9922,2,3377.71,1688.855,True,1.0,0.5217,0.6241,2
9929,1,54.45,54.45,False,0.0,0.0532,0.0532,1
9931,3,118.52,39.5067,False,0.0,0.0667,0.0866,1
9932,567,32585.03,57.4692,1,0.0027548209366391185,0.0717,0.5881,432
9937,1,140.11,140.11,0,,0.0616,0.0616,1
9946,1,40.84,40.84,False,0.0,0.0639,0.0639,1
9954,6,132.27,22.045,0,0.0,0.0501,0.0955,1
9977,1,1.72,1.72,False,0.0,0.0471,0.0471,1
9984,1,15.45,15.45,False,0.0,0.0493,0.0493,1
9987,1,15.43,15.43,0,,0.0457,0.0457,1
10005,5,78.93,15.786,0,0.0,0.0088,0.0438,1
10018,1,77.15,77.15,False,0.0,0.084,0.084,1
10032,1,49.36,49.36,0,,0.0874,0.0874,1
10044,1,18.67,18.67,False,0.0,0.0777,0.0777,1
10045,1,31.82,31.82,False,0.0,0.0665,0.0665,1
10054,9,611.61,67.9567,0,0.0,0.1698,0.2577,4
10059,7,200.44,28.6343,0,0.0,0.0412,0.0622,2
10062,3,135.92,45.3067,0,0.0,0.0749,0.1178,3
10064,2,34.37,17.185,False,0.0,0.112,0.1761,1
10075,1,41.39,41.39,0,,0.0118,0.0118,1
10099,1,71.29,71.29,False,0.0,0.0079,0.0079,1
10104,1,184.87,184.87,False,0.0,0.1884,0.1884,1
10106,13,498.26,38.3277,0,0.0,0.0777,0.1557,2
10112,1,5.49,5.49,False,0.0,0.2723,0.2723,1
10123,1,69.12,69.12,0,,0.1356,0.1356,1
10126,7,216.99,30.9986,0,0.0,0.0325,0.0757,1
10128,4,174.93,43.7325,0,0.0,0.0516,0.0871,1
10147,1,57.17,57.17,False,0.0,0.134,0.134,1
10148,2,28.94,14.47,False,0.0,0.1027,0.1228,1
10153,1,13.02,13.02,0,,0.0207,0.0207,1
10156,18,681.94,37.8856,0,0.0,0.0256,0.0555,3
10162,1,8.94,8.94,0,,0.055,0.055,1
10173,18,156.09,8.6717,0,0.0,0.0724,0.1269,1
10174,1,17.36,17.36,0,,0.0914,0.0914,1
10178,3,3.29,1.0967,0,0.0,0.0722,0.074,1
10186,14,643.26,45.9471,0,0.0,0.0681,0.1949,6
10193,2,13.48,6.74,0,0.0,0.056,0.0655,2
10210,6,115.8,19.3,0,0.0,0.0518,0.0988,2
10213,2,17.03,8.515,0,0.0,0.0611,0.0778,1
10215,1,31.96,31.96,0,,0.0291,0.0291,1
10233,1,25.38,25.38,0,,0.0227,0.0227,1
10244,2,91.6,45.8,0,0.0,0.0332,0.0432,1
10246,2,69.04,34.52,0,0.0,0.0475,0.0709,2
10253,1,17.3,17.3,False,0.0,0.0567,0.0567,1
10277,1,48.93,48.93,False,0.0,0.2352,0.2352,1
10296,6,344.37,57.395,0,0.0,0.0462,0.0866,3
10297,3,12.4,4.1333,False,0.0,0.0279,0.0287,1
10300,6,180.84,30.14,0,0.0,0.0123,0.0186,3
10305,5,333.95,66.79,0,0.0,0.0929,0.1749,2
10309,1,-122.0,-122.0,False,0.0,0.0971,0.0971,1
10335,4,146.61,36.6525,0,0.0,0.0097,0.0098,1
10379,1,106.14,106.14,False,0.0,0.1497,0.1497,1
10388,12,1777.16,148.0967,0,0.0,0.0139,0.0368,1
10411,1,18.71,18.71,False,0.0,0.0089,0.0089,1
10412,2,94.65,47.325,0,,0.0357,0.0402,1
10423,6,108.29,18.0483,0,0.0,0.0079,0.0191,1
10436,1,34.5,34.5,False,0.0,0.0191,0.0191,1
10449,1,222.94,222.94,False,0.0,0.0428,0.0428,1
10455,11,561.08,51.0073,0,0.0,0.0322,0.0725,1
10478,2,47.75,23.875,False,0.0,0.0761,0.0837,1
10480,1,48.33,48.33,False,0.0,0.1328,0.1328,1
10500,1,19.79,19.79,0,,0.1153,0.1153,1
10509,2,133.65,66.825,0,0.0,0.1842,0.3401,2
10526,1,54.06,54.06,False,0.0,0.0122,0.0122,1
10528,1,103.63,103.63,0,,0.052,0.052,1
10530,1,141.25,141.25,False,0.0,0.0147,0.0147,1
10562,3,114.76,38.2533,0,0.0,0.0311,0.0679,1
10566,1,46.3,46.3,False,0.0,0.0292,0.0292,1
10570,1,63.73,63.73,False,0.0,0.0569,0.0569,1
10571,1,36.73,36.73,False,0.0,0.0333,0.0333,1
10572,1,74.22,74.22,False,0.0,0.0931,0.0931,1
10576,2,75.54,37.77,0,0.0,0.0317,0.0387,1
10590,6,54.12,9.02,0,0.0,0.0397,0.1162,3
10610,2,10.3,5.15,False,0.0,0.0957,0.0987,1
10622,1,53.33,53.33,False,0.0,0.0736,0.0736,1
10639,1,151.86,151.86,False,0.0,0.1568,0.1568,1
10650,1,37.15,37.15,0,,0.0154,0.0154,1
10661,1,1.71,1.71,False,0.0,0.0338,0.0338,1
10668,1,184.92,184.92,False,0.0,0.083,0.083,1
10674,1,38.0,38.0,False,0.0,0.044,0.044,1
10675,1,67.87,67.87,0,,0.1231,0.1231,1
10712,5,107.43,21.486,0,0.0,0.0451,0.1039,1
10721,2,6.76,3.38,0,,0.0057,0.0057,1
10722,1,5.34,5.34,0,,0.0769,0.0769,1
10724,2,197.31,98.655,0,0.0,0.1782,0.2959,2
10730,1,26.79,26.79,0,,0.1211,0.1211,1
10744,1,24.34,24.34,False,0.0,0.1659,0.1659,1
10746,2,19.55,9.775,0,0.0,0.0265,0.0432,2
10747,1,127.57,127.57,0,,0.1269,0.1269,1
10756,2,132.39,66.195,0,0.0,0.1909,0.2247,1
10768,4,971.9,242.975,0,0.0,0.3029,0.4506,2
10774,1,61.78,61.78,False,0.0,0.2108,0.2108,1
10782,10,142.6,14.26,0,0.0,0.0271,0.0559,1
10789,2,53.62,26.81,0,0.0,0.0376,0.0425,1
10792,56,2131.1,38.0554,0,0.0,0.0691,0.284,20
10800,1,27.48,27.48,False,0.0,0.1467,0.1467,1
10805,4,45.86,11.465,0,0.0,0.0545,0.1514,1
10810,2,583.88,291.94,0,0.0,0.3296,0.4069,2
10814,1,33.58,33.58,False,0.0,0.0412,0.0412,1
10815,1,18.31,18.31,0,,0.0637,0.0637,1
10816,1,9.6,9.6,False,0.0,0.1454,0.1454,1
10820,1,47.23,47.23,0,,0.0565,0.0565,1
10823,1,22.94,22.94,False,0.0,0.0393,0.0393,1
10828,1,101.16,101.16,False,0.0,0.0981,0.0981,1
10830,1,47.16,47.16,0,,0.0531,0.0531,1
10831,1,8.55,8.55,0,,0.0635,0.0635,1
10834,1,181.69,181.69,False,0.0,0.0607,0.0607,1
10865,3,237.97,79.3233,0,0.0,0.0662,0.0798,1
10875,9,219.76,24.4178,0,0.0,0.0501,0.1034,2
10882,3,101.42,33.8067,False,0.0,0.0454,0.054,2
10902,1,67.24,67.24,False,0.0,0.1383,0.1383,1
10905,3,184.8,61.6,False,0.0,0.0503,0.0815,1
10907,1,137.94,137.94,False,0.0,0.0963,0.0963,1
10930,1,79.44,79.44,False,0.0,0.1016,0.1016,1
10931,1,11.88,11.88,0,,0.0659,0.0659,1
10940,6,198.55,33.0917,0,0.0,0.0364,0.055,1
10943,1,259.27,259.27,False,0.0,0.0634,0.0634,1
10974,1,76.62,76.62,False,0.0,0.1019,0.1019,1
10976,1,173.22,173.22,False,0.0,0.0923,0.0923,1
10978,1,497.02,497.02,False,0.0,0.0097,0.0097,1
10980,1,2.96,2.96,False,0.0,0.0745,0.0745,1
10982,1,8.91,8.91,False,0.0,0.0493,0.0493,1
10987,1,70.93,70.93,False,0.0,0.1789,0.1789,1
10990,5,84.76,16.952,0,0.0,0.0508,0.0959,1
10991,1,-325.0,-325.0,False,0.0,0.0473,0.0473,1
10995,2,389.87,194.935,0,0.0,0.074,0.1039,1
11000,5,79.39,15.878,0,0.0,0.0306,0.0424,1
11004,1,415.32,415.32,0,,0.0883,0.0883,1
11010,1,1.85,1.85,False,0.0,0.1032,0.1032,1
11011,1,5.7,5.7,0,,0.0892,0.0892,1
11015,1,31.81,31.81,0,,0.0098,0.0098,1
11034,2,15.11,7.555,False,0.0,0.014,0.014,1
11040,1,60.4,60.4,False,0.0,0.1669,0.1669,1
11044,7,358.23,51.1757,0,0.0,0.0575,0.2232,1
11052,5,313.83,62.766,0,0.0,0.0686,0.1367,1
11055,8,222.51,27.8138,0,0.0,0.0173,0.0261,1
11064,1,2.28,2.28,0,,0.1228,0.1228,1
11078,1,49.85,49.85,False,0.0,0.0346,0.0346,1
11082,3,87.57,29.19,False,0.0,0.0229,0.025,1
11084,1,145.17,145.17,False,0.0,0.3047,0.3047,1
11090,1,13.99,13.99,False,0.0,0.0624,0.0624,1
11094,1,17.18,17.18,0,,0.0262,0.0262,1
11119,1,238.97,238.97,False,0.0,0.0505,0.0505,1
11121,1,199.2,199.2,False,0.0,0.1076,0.1076,1
11131,1,49.46,49.46,False,0.0,0.1265,0.1265,1
11139,1,111.85,111.85,0,,0.0518,0.0518,1
11182,1,89.05,89.05,0,,0.1427,0.1427,1
11190,1,59.56,59.56,False,0.0,0.0654,0.0654,1
11215,3,478.33,159.4433,0,0.0,0.1496,0.2151,2
11219,1,318.93,318.93,False,0.0,0.0567,0.0567,1
11229,1,46.25,46.25,0,,0.0428,0.0428,1
11240,2,43.61,21.805,False,0.0,0.0469,0.0563,1
11249,5,243.72,48.744,0,0.0,0.1953,0.4594,3
11251,1,8.73,8.73,0,,0.0747,0.0747,1
11261,6,512.41,85.4017,0,0.0,0.2537,0.3277,3
11263,1,21.15,21.15,False,0.0,0.1369,0.1369,1
11264,9,194.44,21.6044,0,0.0,0.0371,0.0994,2
11272,1,26.0,26.0,False,0.0,0.0269,0.0269,1
11290,1,17.18,17.18,False,0.0,0.044,0.044,1
11292,5,101.28,20.256,0,0.0,0.0108,0.0271,1
11295,1,112.22,112.22,False,0.0,0.1822,0.1822,1
11309,1,4.72,4.72,False,0.0,0.0697,0.0697,1
11313,2,143.29,71.645,0,,0.0069,0.0069,1
11316,1,59.67,59.67,0,,0.0529,0.0529,1
11338,2,25.81,12.905,0,0.0,0.0896,0.099,1
11366,2,59.6,29.8,0,,0.0337,0.0351,1
11368,4,196.65,49.1625,0,0.0,0.0842,0.1239,1
11375,1,17.86,17.86,False,0.0,0.1567,0.1567,1
11384,4,75.48,18.87,False,0.0,0.03,0.065,1
11388,2,39.14,19.57,0,0.0,0.0458,0.0715,1
11403,1,53.3,53.3,False,0.0,0.0753,0.0753,1
11418,4,53.55,13.3875,0,0.0,0.0405,0.0549,2
11425,1,35.44,35.44,False,0.0,0.0575,0.0575,1
11429,11,111.75,10.1591,0,0.0,0.0494,0.0762,3
11433,7,970.08,138.5829,0,0.0,0.1668,0.2059,1
11435,6,68.61,11.435,0,0.0,0.0454,0.0611,1
11442,10,315.42,31.542,0,0.0,0.0386,0.125,2
11445,1,178.17,178.17,False,0.0,0.1057,0.1057,1
11448,1,138.92,138.92,0,,0.153,0.153,1
11451,1,148.4,148.4,False,0.0,0.0679,0.0679,1
11453,11,232.14,21.1036,0,0.0,0.0545,0.1445,7
11457,1,46.28,46.28,False,0.0,0.0601,0.0601,1
11468,489,21443.7,43.8521,0,0.0,0.0079,0.1118,307
11477,5,101.56,20.312,0,0.0,0.0295,0.0741,2
11481,3,114.75,38.25,0,0.0,0.0032,0.0095,1
11489,1,145.8,145.8,False,0.0,0.162,0.162,1
11511,1,18.62,18.62,False,0.0,0.1028,0.1028,1
11521,2,109.91,54.955,False,0.0,0.0693,0.0926,2
11525,1,9.41,9.41,0,,0.0973,0.0973,1
11529,7,193.32,27.6171,0,0.0,0.054,0.1327,1
11530,1,-440.0,-440.0,False,0.0,0.1244,0.1244,1
11539,5,48.78,9.756,0,0.0,0.05,0.1225,1
11549,1,11.66,11.66,0,,0.0183,0.0183,1
11553,2,65.99,32.995,0,0.0,0.0464,0.0582,1
11556,1,50.87,50.87,False,0.0,0.0385,0.0385,1
11557,1,59.88,59.88,False,0.0,0.0252,0.0252,1
11559,9,362.44,40.2711,0,0.0,0.0548,0.0687,1
11576,2,17.89,8.945,0,,0.054,0.0582,1
11591,2,8.16,4.08,0,0.0,0.0425,0.0503,1
11595,1,5.06,5.06,0,,0.0152,0.0152,1
11611,1,282.0,282.0,0,,0.0904,0.0904,1
11613,2,135.55,67.775,0,0.0,0.0347,0.0422,1
11624,1,17.86,17.86,0,,0.0337,0.0337,1
11627,1,96.39,96.39,False,0.0,0.0265,0.0265,1
11628,1,14.03,14.03,False,0.0,0.0818,0.0818,1
11643,3,201.58,67.1933,False,0.0,0.0747,0.1099,3
11644,1,174.28,174.28,False,0.0,0.1932,0.1932,1
11657,1,131.2,131.2,0,,0.0355,0.0355,1
11659,1,19.9,19.9,False,0.0,0.1545,0.1545,1
11671,1,10.84,10.84,False,0.0,0.0232,0.0232,1
11722,12,2328.03,194.0025,0,0.0,0.1971,0.5875,12
11725,2,16.64,8.32,0,,0.056,0.0777,2
11729,1,89.46,89.46,0,,0.1371,0.1371,1
11737,1,46.35,46.35,0,,0.1022,0.1022,1
11751,1,278.89,278.89,False,0.0,0.039,0.039,1
11760,2,7.95,3.975,0,0.0,0.0366,0.0654,1
11790,1,102.68,102.68,0,,0.0095,0.0095,1
11793,1,110.62,110.62,False,0.0,0.0399,0.0399,1
11795,1,89.57,89.57,False,0.0,0.0472,0.0472,1
11798,1,174.49,174.49,False,0.0,0.0153,0.0153,1
11799,1,20.43,20.43,0,,0.0093,0.0093,1
11806,2,156.98,78.49,0,0.0,0.0234,0.0371,1
11849,10,779.44,77.944,0,0.0,0.0864,0.1323,1
11851,1,25.75,25.75,False,0.0,0.0344,0.0344,1
11859,2,27.1,13.55,0,0.0,0.041,0.0461,1
11879,1,13.67,13.67,False,0.0,0.1036,0.1036,1
11901,28,1819.34,64.9764,0,0.0,0.0992,0.2544,8
11903,1,10.54,10.54,False,0.0,0.1353,0.1353,1
11911,1,9.81,9.81,0,,0.0655,0.0655,1
11936,1,67.49,67.49,False,0.0,0.0335,0.0335,1
11937,5,45.21,9.042,0,0.0,0.0256,0.0349,1
11947,19,719.65,37.8763,0,0.0,0.0041,0.0617,1
11948,1,59.34,59.34,0,,0.1167,0.1167,1
11969,9,33.88,3.7644,0,0.0,0.0274,0.0472,2
11972,1,41.99,41.99,False,0.0,0.0347,0.0347,1
12014,137,4114.81,30.0351,0,0.0,0.0458,0.149,50
12015,5,149.28,29.856,0,0.0,0.0476,0.083,1
12017,1,35.78,35.78,0,,0.1691,0.1691,1
12021,1,12.03,12.03,0,,0.0155,0.0155,1
12029,6,78.52,13.0867,0,0.0,0.0155,0.0498,1
12032,1,109.1,109.1,False,0.0,0.033,0.033,1
12042,4,140.36,35.09,0,0.0,0.023,0.0278,1
12047,2,40.0,20.0,False,0.0,0.0492,0.0494,1
12048,1,15.93,15.93,False,0.0,0.093,0.093,1
12050,1,83.53,83.53,False,0.0,0.137,0.137,1
12051,1,24.03,24.03,False,0.0,0.1697,0.1697,1
12058,2,70.78,35.39,0,0.0,0.0305,0.0367,1
12067,8,75.72,9.465,0,0.0,0.0146,0.0581,2
12076,8,565.96,70.745,0,0.0,0.0411,0.0816,1
12082,1,134.27,134.27,False,0.0,0.1128,0.1128,1
12087,2,163.73,81.865,0,0.0,0.0977,0.1005,1
12090,8,132.88,16.61,0,0.0,0.0202,0.0735,1
12101,4,142.36,35.59,0,0.0,0.0466,0.0671,2
12117,1,2.19,2.19,0,,0.1476,0.1476,1
12122,5,158.77,31.754,0,0.0,0.0,0.0,1
12131,3,137.59,45.8633,0,0.0,0.0803,0.1063,2
12134,1,7.21,7.21,False,0.0,0.1361,0.1361,1
12140,1,6.18,6.18,False,0.0,0.0733,0.0733,1
12147,1,12.19,12.19,False,0.0,0.0461,0.0461,1
12156,1,8.57,8.57,False,0.0,0.0754,0.0754,1
12173,1,83.89,83.89,False,0.0,0.0812,0.0812,1
12186,4,143.6,35.9,0,0.0,0.0371,0.0587,1
12187,2,309.67,154.835,0,0.0,0.0586,0.0659,1
12188,3,101.95,33.9833,0,0.0,0.0655,0.0855,3
12197,17,667.99,39.2935,0,0.0,0.0646,0.1185,4
12214,1,18.4,18.4,False,0.0,0.0191,0.0191,1
12219,1,92.21,92.21,0,,0.0407,0.0407,1
12225,2,110.14,55.07,0,0.0,0.026,0.0277,1
12247,1,108.71,108.71,0,,0.0827,0.0827,1
12264,1,22.72,22.72,0,,0.0617,0.0617,1
12265,2,8.41,4.205,False,0.0,0.0486,0.0834,1
12270,5,171.01,34.202,0,0.0,0.0179,0.0247,1
12278,1,53.88,53.88,False,0.0,0.1331,0.1331,1
12280,2,15.01,7.505,0,0.0,0.0963,0.1008,1
12286,2,47.9,23.95,0,0.0,0.0191,0.0286,2
12289,3,68.42,22.8067,0,0.0,0.0222,0.0504,1
12322,6,39.04,6.5067,0,0.0,0.0661,0.0974,4
12328,7,187.85,26.8357,0,0.0,0.0272,0.0682,1
12332,2,9.83,4.915,0,0.0,0.0154,0.0251,1
12336,5,92.94,18.588,0,0.0,0.065,0.1041,3
12358,1,3.57,3.57,False,0.0,0.035,0.035,1
12366,1,20.06,20.06,0,,0.0867,0.0867,1
12374,2,74.4,37.2,0,0.0,0.0418,0.0522,1
12382,2,254.19,127.095,0,0.0,0.0439,0.0439,1
12384,1,19.81,19.81,0,,0.0233,0.0233,1
12390,1,51.06,51.06,0,,0.0255,0.0255,1
12399,11,106.73,9.7027,0,0.0,0.0171,0.0369,1
12407,2,73.02,36.51,0,0.0,0.0397,0.0547,1
12435,1,9.71,9.71,False,0.0,0.0873,0.0873,1
12440,1,54.02,54.02,False,0.0,0.0327,0.0327,1
12451,1,79.08,79.08,False,0.0,0.026,0.026,1
12467,13,1042.91,80.2238,1,0.1111111111111111,0.225,0.607,6
12469,8,600.65,75.0812,0,0.0,0.1791,0.3919,3
12483,1,20.55,20.55,0,,0.1902,0.1902,1
12513,2,241.6,120.8,False,0.0,0.0074,0.0074,1
12525,3,96.34,32.1133,0,0.0,0.0362,0.0659,2
12527,5,12.77,2.554,0,0.0,0.0197,0.0272,1
12528,1,3.9,3.9,False,0.0,0.0083,0.0083,1
12533,1,27.73,27.73,False,0.0,0.0879,0.0879,1
12536,2,221.29,110.645,0,0.0,0.0238,0.0476,1
12537,1,41.66,41.66,False,0.0,0.0342,0.0342,1
12547,10,150.99,15.099,0,0.0,0.0305,0.0814,1
12554,10,623.65,62.365,0,0.0,0.146,0.4644,4
12611,2,68.11,34.055,False,0.0,0.0619,0.0797,2
12614,22,710.14,32.2791,0,0.0,0.0144,0.0226,1
12621,3,18.69,6.23,False,0.0,0.0031,0.0094,1
12629,1,4.56,4.56,False,0.0,0.0907,0.0907,1
12635,3,201.73,67.2433,0,0.0,0.0274,0.0371,1
12639,5,296.37,59.274,0,0.0,0.0054,0.0152,1
12642,1,209.0,209.0,0,,0.0,0.0,1
12654,1,304.0,304.0,False,0.0,0.0284,0.0284,1
12677,1,3.93,3.93,False,0.0,0.0643,0.0643,1
12687,1,8.71,8.71,0,,0.092,0.092,1
12710,1,141.56,141.56,False,0.0,0.1416,0.1416,1
12717,3,176.76,58.92,0,0.0,0.0421,0.0778,1
12727,43,878.27,20.4249,0,0.0,0.0466,0.1148,16
12731,2,84.04,42.02,0,0.0,0.0186,0.0277,1
12733,1,55.23,55.23,0,,0.1708,0.1708,1
12742,3,26.92,8.9733,False,0.0,0.0249,0.0377,1
12760,1,42.83,42.83,False,0.0,0.2391,0.2391,1
12769,1,249.62,249.62,0,,0.0638,0.0638,1
12780,1,93.85,93.85,0,,0.0507,0.0507,1
12794,2,70.5,35.25,0,0.0,0.0567,0.0949,1
12796,4,451.68,112.92,False,0.0,0.0096,0.0193,1
12807,1,7.03,7.03,False,0.0,0.0078,0.0078,1
12829,3,38.57,12.8567,0,0.0,0.0393,0.0446,1
12830,2,24.52,12.26,0,,0.0472,0.0519,1
12832,1,4.42,4.42,False,0.0,0.0603,0.0603,1
12834,1,34.02,34.02,0,,0.0692,0.0692,1
12837,3,192.1,64.0333,0,0.0,0.0704,0.1026,2
12840,2,101.52,50.76,0,0.0,0.0843,0.0846,1
12842,1,49.1,49.1,0,,0.0256,0.0256,1
12860,2,500.62,250.31,0,0.0,0.0895,0.0945,1
12873,4,440.77,110.1925,0,0.0,0.0847,0.1053,1
12887,1,103.11,103.11,False,0.0,0.0633,0.0633,1
12896,1,-291.0,-291.0,False,0.0,0.1269,0.1269,1
12902,1,416.0,416.0,0,,0.0857,0.0857,1
12916,1,46.26,46.26,False,0.0,0.0924,0.0924,1
12917,1,11.19,11.19,False,0.0,0.138,0.138,1
12923,1,13.41,13.41,0,,0.0683,0.0683,1
12924,2,40.71,20.355,0,0.0,0.0786,0.088,1
12930,7,306.69,43.8129,0,0.0,0.0336,0.0719,1
12936,12,212.9,17.7417,0,0.0,0.0982,0.1384,2
12955,2,51.98,25.99,0,0.0,0.0322,0.0506,1
12974,1,13.6,13.6,0,,0.0622,0.0622,1
12975,12,55.0,4.5833,0,0.0,0.0178,0.0569,1
12982,2,194.81,97.405,False,0.0,0.0149,0.0152,1
12986,3,104.38,34.7933,False,0.0,0.0601,0.085,1
12994,1,20.29,20.29,0,,0.0845,0.0845,1
13038,2,151.02,75.51,0,0.0,0.0155,0.0155,1
13043,1,49.91,49.91,0,,0.0654,0.0654,1
13045,1,9.71,9.71,False,0.0,0.1606,0.1606,1
13046,3,8.13,2.71,0,0.0,0.0893,0.1123,1
13051,13,751.65,57.8192,0,0.0,0.0209,0.0336,1
13065,1,111.72,111.72,False,0.0,0.1114,0.1114,1
13067,1,6.77,6.77,False,0.0,0.041,0.041,1
13076,2,112.95,56.475,0,0.0,0.0801,0.0823,2
13079,1,11.63,11.63,False,0.0,0.1006,0.1006,1
13082,7,26.16,3.7371,0,0.0,0.0437,0.0827,3
13092,8,240.71,30.0888,0,0.0,0.0218,0.0412,2
13097,5,32.25,6.45,0,0.0,0.0333,0.0801,1
13103,2,89.79,44.895,0,0.0,0.0407,0.0529,2
13108,2,4.24,2.12,0,0.0,0.0463,0.047,1
13109,10,500.99,50.099,0,0.0,0.0286,0.1642,2
13124,1,26.25,26.25,False,0.0,0.0967,0.0967,1
13141,2,53.55,26.775,0,0.0,0.1107,0.126,1
13147,1,22.68,22.68,False,0.0,0.1365,0.1365,1
13149,1,17.18,17.18,False,0.0,0.0802,0.0802,1
13153,9,73.02,8.1133,0,0.0,0.0199,0.0388,1
13154,14,1723.94,123.1386,0,0.0,0.1287,0.2507,9
13156,1,57.25,57.25,False,0.0,0.0868,0.0868,1
13161,8,130.15,16.2688,0,0.0,0.0119,0.0354,1
13177,3,189.86,63.2867,0,0.0,0.1057,0.1206,1
13185,1,53.24,53.24,False,0.0,0.1037,0.1037,1
13190,4,26.13,6.5325,0,0.0,0.0544,0.0754,1
13214,1,34.56,34.56,0,,0.106,0.106,1
13238,3,29.61,9.87,False,0.0,0.0337,0.038,1
13243,1,41.59,41.59,False,0.0,0.0429,0.0429,1
13258,2,249.76,124.88,False,0.0,0.1503,0.1504,2
13264,1,11.69,11.69,False,0.0,0.2077,0.2077,1
13274,6,180.07,30.0117,0,0.0,0.0321,0.0427,2
13304,1,16.41,16.41,False,0.0,0.0673,0.0673,1
13305,1,2.72,2.72,False,0.0,0.0597,0.0597,1
13317,2,44.48,22.24,False,0.0,0.0483,0.0603,1
13318,1,18.71,18.71,False,0.0,0.0385,0.0385,1
13322,5,103.78,20.756,0,0.0,0.0604,0.1083,1
13331,1,22.94,22.94,0,,0.1218,0.1218,1
13348,61,8355.46,136.9748,0,0.0,0.1797,0.5666,61
13355,1,31.01,31.01,False,0.0,0.0602,0.0602,1
13369,8,223.3,27.9125,0,0.0,0.0636,0.1975,3
13371,2,77.64,38.82,False,0.0,0.0688,0.0751,1
13381,1,547.62,547.62,False,0.0,0.0466,0.0466,1
13409,1,6.87,6.87,0,,0.132,0.132,1
13411,1,104.93,104.93,False,0.0,0.1132,0.1132,1
13415,1,62.84,62.84,False,0.0,0.1143,0.1143,1
13440,2,33.29,16.645,0,,0.0665,0.0963,1
13442,1,39.59,39.59,False,0.0,0.0151,0.0151,1
13450,3,24.43,8.1433,0,0.0,0.0274,0.0556,1
13451,1,21.34,21.34,False,0.0,0.0808,0.0808,1
13469,1,366.99,366.99,False,0.0,0.1079,0.1079,1
13471,1,25.81,25.81,False,0.0,0.0705,0.0705,1
13473,3,32.46,10.82,0,0.0,0.0619,0.0828,1
13480,2,148.34,74.17,False,0.0,0.0801,0.0943,1
13492,2,11.07,5.535,False,0.0,0.0931,0.1118,1
13496,14,262.1,18.7214,0,0.0,0.0302,0.044,5
13501,3,71.7,23.9,0,0.0,0.0714,0.1025,1
13507,1,23.94,23.94,0,,0.0388,0.0388,1
13523,246,11088.46,45.075,0,0.0,0.0648,0.308,150
13536,1,75.36,75.36,0,,0.1905,0.1905,1
13559,1,393.77,393.77,0,,0.0661,0.0661,1
13562,3,66.94,22.3133,0,0.0,0.0642,0.1003,1
13570,3,121.11,40.37,0,0.0,0.0569,0.0922,2
13571,1,2.72,2.72,0,,0.0094,0.0094,1
13574,4,400.91,100.2275,False,0.0,0.1342,0.1926,3
13576,1,33.18,33.18,False,0.0,0.038,0.038,1
13592,1,459.67,459.67,0,,0.0582,0.0582,1
13598,1,18.0,18.0,False,0.0,0.0457,0.0457,1
13599,1,18.05,18.05,0,,0.1363,0.1363,1
13607,3,59.28,19.76,False,0.0,0.0199,0.027,1
13616,2,368.37,184.185,False,0.0,0.0746,0.0746,1
13642,2,74.31,37.155,0,0.0,0.1133,0.1316,1
13646,393,19445.23,49.479,0,0.0,0.0374,0.2683,196
13648,2,45.64,22.82,0,0.0,0.0115,0.0134,1
13649,2,26.68,13.34,0,0.0,0.0208,0.0237,1
13657,17,635.43,37.3782,0,0.0,0.0368,0.0808,2
13660,1,24.82,24.82,0,,0.0,0.0,1
13667,4,177.24,44.31,False,0.0,0.0258,0.0466,3
13683,2,31.3,15.65,0,0.0,0.0574,0.0667,1
13688,1,99.96,99.96,False,0.0,0.0816,0.0816,1
13691,1,36.41,36.41,False,0.0,0.0451,0.0451,1
13695,1,102.23,102.23,False,0.0,0.0348,0.0348,1
13697,1,52.69,52.69,False,0.0,0.0999,0.0999,1
13700,1,185.54,185.54,False,0.0,0.1909,0.1909,1
13713,2,10.88,5.44,False,0.0,0.0224,0.0371,1
13738,1,9.53,9.53,0,,0.0163,0.0163,1
13759,4,159.26,39.815,0,0.0,0.0896,0.1255,3
13767,1,31.92,31.92,False,0.0,0.0826,0.0826,1
13796,1,28.68,28.68,0,,0.1188,0.1188,1
13797,1,3.35,3.35,False,0.0,0.0181,0.0181,1
